Sl No,Timestamp,Day of Week,Weekday/Weekend,Weather,Festival/Holiday,Calamities,Road Construction,Traffic Density,Time Delay (min),Vehicle Density (veh/km)
1818,2025-10-19 22:15,Sunday,Weekend,Clear,None,None,None,Medium,5,62
1819,2025-10-19 22:30,Sunday,Weekend,Clear,None,None,None,Low,3,38
1820,2025-10-19 22:45,Sunday,Weekend,Light Rain,None,None,None,Low,1,26
1821,2025-10-19 23:00,Sunday,Weekend,Rainy,None,None,None,Low,1,34
1822,2025-10-19 23:15,Sunday,Weekend,Cloudy,None,None,None,Medium,5,66
1823,2025-10-19 23:30,Sunday,Weekend,Clear,None,None,None,Medium,9,49
1824,2025-10-19 23:45,Sunday,Weekend,Cloudy,None,None,None,Low,3,29
1825,2025-10-20 00:00,Monday,Weekday,Rainy,None,None,Ongoing,Low,5,36
1826,2025-10-20 00:15,Monday,Weekday,Cloudy,None,None,Ongoing,Medium,5,48
1827,2025-10-20 00:30,Monday,Weekday,Clear,None,None,Ongoing,Low,1,35
1828,2025-10-20 00:45,Monday,Weekday,Clear,None,None,Ongoing,Low,2,35
1829,2025-10-20 01:00,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,52
1830,2025-10-20 01:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,50
1831,2025-10-20 01:30,Monday,Weekday,Clear,None,None,Ongoing,Medium,6,63
1832,2025-10-20 01:45,Monday,Weekday,Cloudy,None,None,Ongoing,Medium,9,57
1833,2025-10-20 02:00,Monday,Weekday,Clear,None,None,Ongoing,Low,0,29
1834,2025-10-20 02:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,53
1835,2025-10-20 02:30,Monday,Weekday,Clear,None,None,Ongoing,Medium,6,68
1836,2025-10-20 02:45,Monday,Weekday,Cloudy,None,None,Ongoing,Medium,6,45
1837,2025-10-20 03:00,Monday,Weekday,Light Rain,None,None,Ongoing,Medium,7,43
1838,2025-10-20 03:15,Monday,Weekday,Sunny,None,None,Ongoing,Low,4,20
1839,2025-10-20 03:30,Monday,Weekday,Light Rain,None,None,Ongoing,Medium,6,64
1840,2025-10-20 03:45,Monday,Weekday,Clear,None,None,Ongoing,Low,2,20
1841,2025-10-20 04:00,Monday,Weekday,Clear,None,None,Ongoing,Low,1,31
1842,2025-10-20 04:15,Monday,Weekday,Clear,None,None,Ongoing,Low,1,28
1843,2025-10-20 04:30,Monday,Weekday,Light Rain,None,None,Ongoing,Medium,5,48
1844,2025-10-20 04:45,Monday,Weekday,Clear,None,None,Ongoing,Medium,5,48
1845,2025-10-20 05:00,Monday,Weekday,Sunny,None,None,Ongoing,Low,4,23
1846,2025-10-20 05:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,7,62
1847,2025-10-20 05:30,Monday,Weekday,Light Rain,None,None,Ongoing,Medium,7,68
1848,2025-10-20 05:45,Monday,Weekday,Clear,None,None,Ongoing,Low,3,22
1849,2025-10-20 06:00,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,64
1850,2025-10-20 06:15,Monday,Weekday,Light Rain,None,None,Ongoing,Low,1,36
1851,2025-10-20 06:30,Monday,Weekday,Clear,None,None,Ongoing,Low,4,23
1852,2025-10-20 06:45,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,62
1853,2025-10-20 07:00,Monday,Weekday,Clear,None,None,Ongoing,Medium,6,50
1854,2025-10-20 07:15,Monday,Weekday,Clear,None,None,Ongoing,Low,4,39
1855,2025-10-20 07:30,Monday,Weekday,Rainy,None,None,Ongoing,Low,1,21
1856,2025-10-20 07:45,Monday,Weekday,Clear,None,None,Ongoing,Low,1,24
1857,2025-10-20 08:00,Monday,Weekday,Light Rain,None,None,Ongoing,High,19,78
1858,2025-10-20 08:15,Monday,Weekday,Rainy,None,None,Ongoing,High,16,118
1859,2025-10-20 08:30,Monday,Weekday,Rainy,None,None,Ongoing,Very High,31,178
1860,2025-10-20 08:45,Monday,Weekday,Clear,None,None,Ongoing,Very High,28,196
1861,2025-10-20 09:00,Monday,Weekday,Clear,None,None,Ongoing,High,21,90
1862,2025-10-20 09:15,Monday,Weekday,Cloudy,None,None,Ongoing,Very High,26,172
1863,2025-10-20 09:30,Monday,Weekday,Clear,None,None,Ongoing,Very High,33,120
1864,2025-10-20 09:45,Monday,Weekday,Clear,None,None,Ongoing,High,23,113
1865,2025-10-20 10:00,Monday,Weekday,Cloudy,None,None,Ongoing,High,22,77
1866,2025-10-20 10:15,Monday,Weekday,Clear,None,None,Ongoing,Very High,40,138
1867,2025-10-20 10:30,Monday,Weekday,Cloudy,None,None,Ongoing,High,14,88
1868,2025-10-20 10:45,Monday,Weekday,Sunny,None,None,Ongoing,Very High,45,146
1869,2025-10-20 11:00,Monday,Weekday,Clear,None,None,Ongoing,Low,4,33
1870,2025-10-20 11:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,7,45
1871,2025-10-20 11:30,Monday,Weekday,Light Rain,None,None,Ongoing,Medium,9,70
1872,2025-10-20 11:45,Monday,Weekday,Rainy,None,None,Ongoing,Medium,9,50
1873,2025-10-20 12:00,Monday,Weekday,Clear,None,None,Ongoing,Low,1,25
1874,2025-10-20 12:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,5,62
1875,2025-10-20 12:30,Monday,Weekday,Clear,None,None,Ongoing,Low,2,22
1876,2025-10-20 12:45,Monday,Weekday,Light Rain,None,None,Ongoing,Low,0,25
1877,2025-10-20 13:00,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,61
1878,2025-10-20 13:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,5,53
1879,2025-10-20 13:30,Monday,Weekday,Cloudy,None,None,Ongoing,Low,0,26
1880,2025-10-20 13:45,Monday,Weekday,Light Rain,None,None,Ongoing,Low,3,25
1881,2025-10-20 14:00,Monday,Weekday,Cloudy,None,None,Ongoing,Low,3,24
1882,2025-10-20 14:15,Monday,Weekday,Light Rain,None,None,Ongoing,Medium,10,61
1883,2025-10-20 14:30,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,65
1884,2025-10-20 14:45,Monday,Weekday,Cloudy,None,None,Ongoing,Low,4,29
1885,2025-10-20 15:00,Monday,Weekday,Clear,None,None,Ongoing,Medium,8,44
1886,2025-10-20 15:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,9,68
1887,2025-10-20 15:30,Monday,Weekday,Clear,None,None,Ongoing,Low,2,22
1888,2025-10-20 15:45,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,56
1889,2025-10-20 16:00,Monday,Weekday,Clear,None,None,Ongoing,Low,1,35
1890,2025-10-20 16:15,Monday,Weekday,Sunny,None,None,Ongoing,Medium,7,52
1891,2025-10-20 16:30,Monday,Weekday,Sunny,None,None,Ongoing,Low,1,31
1892,2025-10-20 16:45,Monday,Weekday,Clear,None,None,Ongoing,Low,1,25
1893,2025-10-20 17:00,Monday,Weekday,Cloudy,None,None,Ongoing,Very High,39,149
1894,2025-10-20 17:15,Monday,Weekday,Light Rain,None,None,Ongoing,High,14,99
1895,2025-10-20 17:30,Monday,Weekday,Cloudy,None,None,Ongoing,Very High,40,135
1896,2025-10-20 17:45,Monday,Weekday,Light Rain,None,None,Ongoing,High,20,99
1897,2025-10-20 18:00,Monday,Weekday,Clear,None,None,Ongoing,Very High,31,151
1898,2025-10-20 18:15,Monday,Weekday,Clear,None,None,Ongoing,Very High,25,180
1899,2025-10-20 18:30,Monday,Weekday,Light Rain,None,None,Ongoing,Very High,41,154
1900,2025-10-20 18:45,Monday,Weekday,Cloudy,None,None,Ongoing,High,22,120
1901,2025-10-20 19:00,Monday,Weekday,Light Rain,None,None,Ongoing,Very High,28,198
1902,2025-10-20 19:15,Monday,Weekday,Cloudy,None,None,Ongoing,Very High,29,159
1903,2025-10-20 19:30,Monday,Weekday,Clear,None,None,Ongoing,Very High,34,169
1904,2025-10-20 19:45,Monday,Weekday,Cloudy,None,None,Ongoing,High,19,93
1905,2025-10-20 20:00,Monday,Weekday,Light Rain,None,None,Ongoing,High,18,107
1906,2025-10-20 20:15,Monday,Weekday,Clear,None,None,Ongoing,High,11,104
1907,2025-10-20 20:30,Monday,Weekday,Light Rain,None,None,Ongoing,Very High,43,133
1908,2025-10-20 20:45,Monday,Weekday,Cloudy,None,None,Ongoing,High,24,97
1909,2025-10-20 21:00,Monday,Weekday,Light Rain,None,None,Ongoing,Medium,5,47
1910,2025-10-20 21:15,Monday,Weekday,Sunny,None,None,Ongoing,Medium,7,52
1911,2025-10-20 21:30,Monday,Weekday,Light Rain,None,None,Ongoing,Low,4,40
1912,2025-10-20 21:45,Monday,Weekday,Sunny,None,None,Ongoing,Low,1,40
1913,2025-10-20 22:00,Monday,Weekday,Cloudy,None,None,Ongoing,Low,0,26
1914,2025-10-20 22:15,Monday,Weekday,Clear,None,None,Ongoing,Low,0,26
1915,2025-10-20 22:30,Monday,Weekday,Cloudy,None,None,Ongoing,Low,2,21
1916,2025-10-20 22:45,Monday,Weekday,Clear,None,None,Ongoing,Medium,8,57
1917,2025-10-20 23:00,Monday,Weekday,Light Rain,None,None,Ongoing,Low,1,36
1918,2025-10-20 23:15,Monday,Weekday,Clear,None,None,Ongoing,Medium,8,46
1919,2025-10-20 23:30,Monday,Weekday,Clear,None,None,Ongoing,Medium,8,60
1920,2025-10-20 23:45,Monday,Weekday,Clear,None,None,Ongoing,Medium,10,44
1921,2025-10-21 00:00,Tuesday,Weekday,Clear,None,None,Ongoing,Low,3,31
1922,2025-10-21 00:15,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,3,28
1923,2025-10-21 00:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,Medium,5,60
1924,2025-10-21 00:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,2,25
1925,2025-10-21 01:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,7,47
1926,2025-10-21 01:15,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,10,67
1927,2025-10-21 01:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,0,20
1928,2025-10-21 01:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,Medium,7,40
1929,2025-10-21 02:00,Tuesday,Weekday,Rainy,None,None,Ongoing,Low,0,30
1930,2025-10-21 02:15,Tuesday,Weekday,Clear,None,None,Ongoing,Low,2,28
1931,2025-10-21 02:30,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,9,60
1932,2025-10-21 02:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,3,29
1933,2025-10-21 03:00,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,10,54
1934,2025-10-21 03:15,Tuesday,Weekday,Light Rain,None,None,Ongoing,Medium,5,70
1935,2025-10-21 03:30,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,9,50
1936,2025-10-21 03:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,2,29
1937,2025-10-21 04:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,Low,5,22
1938,2025-10-21 04:15,Tuesday,Weekday,Rainy,None,None,Ongoing,Low,1,22
1939,2025-10-21 04:30,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,6,45
1940,2025-10-21 04:45,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,7,61
1941,2025-10-21 05:00,Tuesday,Weekday,Rainy,None,None,Ongoing,Medium,5,68
1942,2025-10-21 05:15,Tuesday,Weekday,Clear,None,None,Ongoing,Low,3,30
1943,2025-10-21 05:30,Tuesday,Weekday,Rainy,None,None,Ongoing,Low,2,40
1944,2025-10-21 05:45,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,7,56
1945,2025-10-21 06:00,Tuesday,Weekday,Sunny,None,None,Ongoing,Low,1,35
1946,2025-10-21 06:15,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,5,42
1947,2025-10-21 06:30,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,6,69
1948,2025-10-21 06:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,1,26
1949,2025-10-21 07:00,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,5,61
1950,2025-10-21 07:15,Tuesday,Weekday,Clear,None,None,Ongoing,Low,1,35
1951,2025-10-21 07:30,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,6,61
1952,2025-10-21 07:45,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,5,59
1953,2025-10-21 08:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,High,22,116
1954,2025-10-21 08:15,Tuesday,Weekday,Clear,None,None,Ongoing,Very High,43,187
1955,2025-10-21 08:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,High,12,98
1956,2025-10-21 08:45,Tuesday,Weekday,Cloudy,None,None,Ongoing,High,13,119
1957,2025-10-21 09:00,Tuesday,Weekday,Clear,None,None,Ongoing,Very High,39,121
1958,2025-10-21 09:15,Tuesday,Weekday,Rainy,None,None,Ongoing,High,17,76
1959,2025-10-21 09:30,Tuesday,Weekday,Clear,None,None,Ongoing,Very High,36,156
1960,2025-10-21 09:45,Tuesday,Weekday,Clear,None,None,Ongoing,High,17,98
1961,2025-10-21 10:00,Tuesday,Weekday,Light Rain,None,None,Ongoing,Very High,26,176
1962,2025-10-21 10:15,Tuesday,Weekday,Clear,None,None,Ongoing,Very High,35,126
1963,2025-10-21 10:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,High,24,77
1964,2025-10-21 10:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,Very High,45,160
1965,2025-10-21 11:00,Tuesday,Weekday,Clear,None,None,Ongoing,Low,2,37
1966,2025-10-21 11:15,Tuesday,Weekday,Rainy,None,None,Ongoing,Low,4,24
1967,2025-10-21 11:30,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,5,49
1968,2025-10-21 11:45,Tuesday,Weekday,Rainy,None,None,Ongoing,Low,1,26
1969,2025-10-21 12:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,9,60
1970,2025-10-21 12:15,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,10,62
1971,2025-10-21 12:30,Tuesday,Weekday,Cloudy,None,None,Ongoing,Low,4,21
1972,2025-10-21 12:45,Tuesday,Weekday,Sunny,None,None,Ongoing,Low,0,34
1973,2025-10-21 13:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,Low,2,40
1974,2025-10-21 13:15,Tuesday,Weekday,Clear,None,None,Ongoing,Low,2,23
1975,2025-10-21 13:30,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,7,55
1976,2025-10-21 13:45,Tuesday,Weekday,Sunny,None,None,Ongoing,Low,4,31
1977,2025-10-21 14:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,Low,2,39
1978,2025-10-21 14:15,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,0,35
1979,2025-10-21 14:30,Tuesday,Weekday,Clear,None,None,Ongoing,Low,3,25
1980,2025-10-21 14:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,Medium,10,53
1981,2025-10-21 15:00,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,6,68
1982,2025-10-21 15:15,Tuesday,Weekday,Clear,None,None,Ongoing,Low,3,27
1983,2025-10-21 15:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,2,33
1984,2025-10-21 15:45,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,6,47
1985,2025-10-21 16:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,Low,4,35
1986,2025-10-21 16:15,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,8,45
1987,2025-10-21 16:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,Medium,10,54
1988,2025-10-21 16:45,Tuesday,Weekday,Clear,None,None,Ongoing,Medium,9,59
1989,2025-10-21 17:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,High,15,95
1990,2025-10-21 17:15,Tuesday,Weekday,Sunny,None,None,Ongoing,High,11,90
1991,2025-10-21 17:30,Tuesday,Weekday,Rainy,None,None,Ongoing,High,12,96
1992,2025-10-21 17:45,Tuesday,Weekday,Light Rain,None,None,Ongoing,High,17,92
1993,2025-10-21 18:00,Tuesday,Weekday,Clear,None,None,Ongoing,High,24,108
1994,2025-10-21 18:15,Tuesday,Weekday,Clear,None,None,Ongoing,High,13,101
1995,2025-10-21 18:30,Tuesday,Weekday,Cloudy,None,None,Ongoing,High,24,114
1996,2025-10-21 18:45,Tuesday,Weekday,Clear,None,None,Ongoing,High,25,106
1997,2025-10-21 19:00,Tuesday,Weekday,Clear,None,None,Ongoing,Very High,25,122
1998,2025-10-21 19:15,Tuesday,Weekday,Cloudy,None,None,Ongoing,Very High,31,157
1999,2025-10-21 19:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,High,21,101
2000,2025-10-21 19:45,Tuesday,Weekday,Cloudy,None,None,Ongoing,Very High,36,124
2001,2025-10-21 20:00,Tuesday,Weekday,Cloudy,None,None,Ongoing,High,23,104
2002,2025-10-21 20:15,Tuesday,Weekday,Cloudy,None,None,Ongoing,High,16,96
2003,2025-10-21 20:30,Tuesday,Weekday,Light Rain,None,None,Ongoing,High,18,92
2004,2025-10-21 20:45,Tuesday,Weekday,Cloudy,None,None,Ongoing,High,18,113
2005,2025-10-21 21:00,Tuesday,Weekday,Rainy,None,None,Ongoing,Medium,9,60
2006,2025-10-21 21:15,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,9,49
2007,2025-10-21 21:30,Tuesday,Weekday,Clear,None,None,Ongoing,Low,4,24
2008,2025-10-21 21:45,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,8,66
2009,2025-10-21 22:00,Tuesday,Weekday,Clear,None,None,Ongoing,Low,3,29
2010,2025-10-21 22:15,Tuesday,Weekday,Light Rain,None,None,Ongoing,Low,2,25
2011,2025-10-21 22:30,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,9,46
2012,2025-10-21 22:45,Tuesday,Weekday,Cloudy,None,None,Ongoing,Medium,9,43
2013,2025-10-21 23:00,Tuesday,Weekday,Sunny,None,None,Ongoing,Low,2,26
2014,2025-10-21 23:15,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,9,64
2015,2025-10-21 23:30,Tuesday,Weekday,Sunny,None,None,Ongoing,Medium,6,58
2016,2025-10-21 23:45,Tuesday,Weekday,Rainy,None,None,Ongoing,Medium,8,68
2017,2025-10-22 00:00,Wednesday,Weekday,Clear,None,None,None,Medium,5,57
2018,2025-10-22 00:15,Wednesday,Weekday,Cloudy,None,None,None,Medium,5,70
2019,2025-10-22 00:30,Wednesday,Weekday,Cloudy,None,None,None,Medium,6,56
2020,2025-10-22 00:45,Wednesday,Weekday,Light Rain,None,None,None,Low,3,32
2021,2025-10-22 01:00,Wednesday,Weekday,Clear,None,None,None,Medium,5,40
2022,2025-10-22 01:15,Wednesday,Weekday,Cloudy,None,None,None,Medium,5,56
2023,2025-10-22 01:30,Wednesday,Weekday,Cloudy,None,None,None,Low,0,37
2024,2025-10-22 01:45,Wednesday,Weekday,Clear,None,None,None,Medium,7,60
2025,2025-10-22 02:00,Wednesday,Weekday,Cloudy,None,None,None,Medium,5,64
2026,2025-10-22 02:15,Wednesday,Weekday,Clear,None,None,None,Low,5,32
2027,2025-10-22 02:30,Wednesday,Weekday,Light Rain,None,None,None,Medium,6,57
2028,2025-10-22 02:45,Wednesday,Weekday,Cloudy,None,None,None,Low,3,25
2029,2025-10-22 03:00,Wednesday,Weekday,Light Rain,None,None,None,Medium,9,69
2030,2025-10-22 03:15,Wednesday,Weekday,Light Rain,None,None,None,Medium,9,43
2031,2025-10-22 03:30,Wednesday,Weekday,Clear,None,None,None,Medium,9,52
2032,2025-10-22 03:45,Wednesday,Weekday,Light Rain,None,None,None,Low,0,34
2033,2025-10-22 04:00,Wednesday,Weekday,Clear,None,None,None,Low,1,29
2034,2025-10-22 04:15,Wednesday,Weekday,Cloudy,None,None,None,Medium,7,65
2035,2025-10-22 04:30,Wednesday,Weekday,Clear,None,None,None,Medium,6,67
2036,2025-10-22 04:45,Wednesday,Weekday,Rainy,None,None,None,Medium,7,53
2037,2025-10-22 05:00,Wednesday,Weekday,Sunny,None,None,None,Low,3,30
2038,2025-10-22 05:15,Wednesday,Weekday,Light Rain,None,None,None,Low,5,40
2039,2025-10-22 05:30,Wednesday,Weekday,Clear,None,None,None,Low,4,22
2040,2025-10-22 05:45,Wednesday,Weekday,Cloudy,None,None,None,Medium,7,51
2041,2025-10-22 06:00,Wednesday,Weekday,Light Rain,None,None,None,Low,4,31
2042,2025-10-22 06:15,Wednesday,Weekday,Sunny,None,None,None,Low,0,29
2043,2025-10-22 06:30,Wednesday,Weekday,Clear,None,None,None,Medium,6,69
2044,2025-10-22 06:45,Wednesday,Weekday,Rainy,None,None,None,Low,4,38
2045,2025-10-22 07:00,Wednesday,Weekday,Light Rain,None,None,None,Low,2,31
2046,2025-10-22 07:15,Wednesday,Weekday,Rainy,None,None,None,Medium,7,47
2047,2025-10-22 07:30,Wednesday,Weekday,Cloudy,None,None,None,Low,1,23
2048,2025-10-22 07:45,Wednesday,Weekday,Cloudy,None,None,None,Low,3,40
2049,2025-10-22 08:00,Wednesday,Weekday,Rainy,None,None,None,Very High,29,181
2050,2025-10-22 08:15,Wednesday,Weekday,Clear,None,None,None,Very High,38,151
2051,2025-10-22 08:30,Wednesday,Weekday,Clear,None,None,None,High,23,85
2052,2025-10-22 08:45,Wednesday,Weekday,Cloudy,None,None,None,High,25,105
2053,2025-10-22 09:00,Wednesday,Weekday,Clear,None,None,None,Very High,25,165
2054,2025-10-22 09:15,Wednesday,Weekday,Rainy,None,None,None,Very High,26,192
2055,2025-10-22 09:30,Wednesday,Weekday,Light Rain,None,None,None,Very High,27,168
2056,2025-10-22 09:45,Wednesday,Weekday,Light Rain,None,None,None,Very High,44,122
2057,2025-10-22 10:00,Wednesday,Weekday,Light Rain,None,None,None,Very High,41,163
2058,2025-10-22 10:15,Wednesday,Weekday,Cloudy,None,None,None,Very High,25,170
2059,2025-10-22 10:30,Wednesday,Weekday,Light Rain,None,None,None,High,17,73
2060,2025-10-22 10:45,Wednesday,Weekday,Clear,None,None,None,High,17,89
2061,2025-10-22 11:00,Wednesday,Weekday,Clear,None,None,None,Medium,10,60
2062,2025-10-22 11:15,Wednesday,Weekday,Clear,None,None,None,Low,3,27
2063,2025-10-22 11:30,Wednesday,Weekday,Clear,None,None,None,Medium,9,66
2064,2025-10-22 11:45,Wednesday,Weekday,Clear,None,None,None,Medium,9,66
2065,2025-10-22 12:00,Wednesday,Weekday,Cloudy,None,None,None,Medium,7,41
2066,2025-10-22 12:15,Wednesday,Weekday,Light Rain,None,None,None,Low,2,29
2067,2025-10-22 12:30,Wednesday,Weekday,Light Rain,None,None,None,Medium,5,48
2068,2025-10-22 12:45,Wednesday,Weekday,Sunny,None,None,None,Medium,7,40
2069,2025-10-22 13:00,Wednesday,Weekday,Light Rain,None,None,None,Low,3,38
2070,2025-10-22 13:15,Wednesday,Weekday,Cloudy,None,None,None,Low,2,38
2071,2025-10-22 13:30,Wednesday,Weekday,Clear,None,None,None,Low,1,38
2072,2025-10-22 13:45,Wednesday,Weekday,Light Rain,None,None,None,Low,2,40
2073,2025-10-22 14:00,Wednesday,Weekday,Clear,None,None,None,Medium,8,65
2074,2025-10-22 14:15,Wednesday,Weekday,Clear,None,None,None,Low,4,20
2075,2025-10-22 14:30,Wednesday,Weekday,Sunny,None,None,None,Low,3,20
2076,2025-10-22 14:45,Wednesday,Weekday,Light Rain,None,None,None,Medium,5,51
2077,2025-10-22 15:00,Wednesday,Weekday,Light Rain,None,None,None,Low,3,26
2078,2025-10-22 15:15,Wednesday,Weekday,Clear,None,None,None,Low,4,36
2079,2025-10-22 15:30,Wednesday,Weekday,Cloudy,None,None,None,Low,1,24
2080,2025-10-22 15:45,Wednesday,Weekday,Sunny,None,None,None,Low,1,27
2081,2025-10-22 16:00,Wednesday,Weekday,Rainy,None,None,None,Low,2,31
2082,2025-10-22 16:15,Wednesday,Weekday,Light Rain,None,None,None,Low,1,20
2083,2025-10-22 16:30,Wednesday,Weekday,Clear,None,None,None,Low,0,28
2084,2025-10-22 16:45,Wednesday,Weekday,Clear,None,None,None,Medium,9,44
2085,2025-10-22 17:00,Wednesday,Weekday,Sunny,None,None,None,Very High,37,132
2086,2025-10-22 17:15,Wednesday,Weekday,Cloudy,None,None,None,Very High,33,136
2087,2025-10-22 17:30,Wednesday,Weekday,Sunny,None,None,None,High,22,106
2088,2025-10-22 17:45,Wednesday,Weekday,Clear,None,None,None,Very High,37,191
2089,2025-10-22 18:00,Wednesday,Weekday,Clear,None,None,None,High,13,118
2090,2025-10-22 18:15,Wednesday,Weekday,Light Rain,None,None,None,Very High,29,170
2091,2025-10-22 18:30,Wednesday,Weekday,Clear,None,None,None,High,20,114
2092,2025-10-22 18:45,Wednesday,Weekday,Sunny,None,None,None,Very High,45,141
2093,2025-10-22 19:00,Wednesday,Weekday,Rainy,None,None,None,Very High,32,129
2094,2025-10-22 19:15,Wednesday,Weekday,Sunny,None,None,None,Very High,41,131
2095,2025-10-22 19:30,Wednesday,Weekday,Clear,None,None,None,High,20,103
2096,2025-10-22 19:45,Wednesday,Weekday,Cloudy,None,None,None,High,16,96
2097,2025-10-22 20:00,Wednesday,Weekday,Cloudy,None,None,None,High,12,116
2098,2025-10-22 20:15,Wednesday,Weekday,Light Rain,None,None,None,High,11,117
2099,2025-10-22 20:30,Wednesday,Weekday,Clear,None,None,None,Very High,26,183
2100,2025-10-22 20:45,Wednesday,Weekday,Sunny,None,None,None,Very High,38,196
2101,2025-10-22 21:00,Wednesday,Weekday,Clear,None,None,None,Medium,7,58
2102,2025-10-22 21:15,Wednesday,Weekday,Clear,None,None,None,Low,2,30
2103,2025-10-22 21:30,Wednesday,Weekday,Light Rain,None,None,None,Low,0,26
2104,2025-10-22 21:45,Wednesday,Weekday,Clear,None,None,None,Medium,7,57
